# lemma	paradigms	pos — from apertium-kaz's lexc, tools/apertium_paradigms.py
лебізді	A1	adj
левитация	N1	n
левкас	N1	n
леводопа	N1	n
легализация	N1	n
легализм	N1	n
легион	N1	n
легионер	N1	n
легитимация	N1	n
легитимизм	N1	n
ледерин	N1	n
леди	N1	n
лезвие	N1	n
лезде	ADV	adv
лездеме	N1	n
лездік	A1	adj
лейб-гвардия	N1	n
лейбл	N1	n
лейкемия	N1	n
лейкопения	N1	n
лейкопласт	N1	n
лейкоцит	N1	n
лейкоцитоз	N1	n
лейтенант	N1	n
лейтмотив	N1	n
лейцин	N1	n
лексема	N1	n
лексематикалық	A4	adj
лексика	N1	n
лексикалық	A1	adj
лексикография	N1	n
лексикографиялық	A4	adj
лексикология	N1	n
лексикологиялық	A4	adj
лексикон	N1	n
лексикон%	N1	n
лексиографиялық	A4	adj
лектин	N1	n
лектор	N1	n
лекция	N1	n
лекіте	ADV	adv
лемма	N1	n
лемур	N1	n
лениндік	A4	adj
ленинизм	N1	n
лента	N1	n
леониндік	A4	adj
лепидокрокит	N1	n
лепидолит	N1	n
лепидоптерон	N1	n
лепрозорий	N1	n
лептеу	N1	n
лепті	A1	adj
лепілде	V-IV	v-intrans
лепір	V-IV	v-intrans
лесбияндық	N1	n
лесбияндық%	N1	n
лесбиянка	N1	n
лесовоз	N1	n
летаргия	N1	n
леуі	N1-NAT	n
леуілік	A4,N1-NAT	adj+n
лиана	N1	n
либералдан	V-IV	v-intrans
либералды	A4	adj
либералдық	A4	adj
либерализм	N1	n
либериялық	A4	adj
либертарианды	A4	adj
либидо	N1	n
либидо%	N1	n
либретто	N1	n
лига	N1	n
лигнин	N1	n
лигнит	N1	n
лигроин	N1	n
лизингтік	A4	adj
лизис	N1	n
лизол	N1	n
лизосома	N1	n
лизосомалық	A4	adj
ликбез	N1	n
ликер	N1	n
ликин	A1	adj
лилипут	N1	n
лимб	N1	n
лимит	N1	n
лимитсіз	A3	adj
лимиттеу	N1	n
лимнология	N1	n
лимон	N1	n
лимонад	N1	n
лимонды	A4	adj
лимонит	N1	n
лимузин	N1	n
лимфа	N1	n
лимфаденит	N1	n
лимфалық	A4	adj
лимфома	N1	n
лимфоцит	N1	n
лингафон	N1	n
лингвист	N1	n
лингвистика	N1	n
лингвистикалы	ADV	adv
лингвистикалық	A4	adj
линия	N1	n
линиядағы%	N1	n
линкор	N1	n
линкруст	N1	n
линобатист	N1	n
линолеум	N1	n
линотип	N1	n
линукс	N1	n
липаза	N1	n
липид	N1	n
липограмма	N1	n
липома	N1	n
липопротеин	N1	n
липосома	N1	n
лиризм	N1	n
лирик	A4,N1	adj+n
лирика	N1	n
лирикалық	A4	adj
листинг	N1	n
лит	N1	n
литаврашы	N1	n
литания	N1	n
литва	A4	adj
литвалық	A4	adj
литваша	ADV-LANG	adv
литер	N1	n
литий	N1	n
литография	N1	n
литографиялық	A1,A4	adj
литология	N1	n
литологиялық	A4	adj
литосфера	N1	n
литр	N1	n
литургия	N1	n
литургиялық	A4	adj
лифт	N1	n
лихтер	N1	n
лицей	N1	n
лицензия	N1	n
лицензияла	V-TV	v-trans
лицензиялау	N1	n
лоббизм	N1	n
лобия	N1	n
логарифм	N1	n
логарифмдік	A4	adj
логика	N1	n
логикалы	ADV	adv
логикалық	A4	adj
логистика	N1	n
логистикалық	A1	adj
логопедия	N1	n
логос	N1	n
логотип	N1	n
лоджия	N1	n
локальды	A1	adj
локатор	N1	n
локаут	N1	n
локация	N1	n
локомотив	N1	n
локомоция	N1	n
локсодромия	N1	n
ломбард	N5	n
ломбардтық	A4	adj
ломбер	N1	n
лонгет	N1	n
лондондық	N1	n
лонжерон	N1	n
лорд	N1	n
лордтық%	N1	n
лорнет	N1	n
лотерея	N1	n
лотос	N1	n
лоция	N1	n
лояльді	A1	adj
лоқсытарлық	A4	adj
лугорез	N1	n
луидор	N1	n
лукума	N1	n
лып	IDEO	interj
лық%	V-IV	v-intrans
люизит	N1	n
люксембургше	ADV-LANG	adv
люминал	N1	n
люминесценттік	A1	adj
люминесценция	N1	n
люмпен-пролетариат	N1	n
люнет	N1	n
люпус	N1	n
люстрин	N1	n
лютеин	N1	n
лютенций	N1	n
лютеран	N1	n
лямбда	N1	n
ляпис	N1	n
лұғат	N1	n
ләззат	N1	n
ләззатты	A1	adj
ләкин	CC-SOYED	conj
м	ABBR,SQRD	abbr
м²	ABBR	abbr
м³	ABBR	abbr
ма	QST	?
ма%	QST	?
магента	N1	n
магистр	N1	n
магистраль	N1	n
магистральдық	A4	adj
магистральді	A1	adj
магистральдік	A1	adj
магистрат	N1	n
магистратура	N1	n
магма	N1	n
магнат	N1	n
магнезит	N1	n
магнезия	N1	n
магнетизм	N1	n
магнетит	N1	n
магнетиттік	A4	adj
магнетохимия	N1	n
магнетрон	N1	n
магний	N1	n
магнит	N1	n
магнитометр	N1	n
магнитосфера	N1	n
магнитофон	N1	n
магнитті	A1	adj
магнитті%	N1	n
магнолия	N1	n
мадам	N1	n
мадақ	N1	n
мадақ%	N1	n
мадақта	V-TV	v-trans
мадақтау	N1	n
мадригал	N1	n
мадурация	N1	n
мажор	N1	n
мажордом	N1	n
маза	N1	n
маза%	V-TV	v-trans
мазала	V-TV	v-trans
мазар	N1	n
мазасыз	A2	adj
мазасыздан	V-IV	v-intrans
мазақ	A1,N1	adj+n
мазақ%	V-IV,V-TV	v-intrans+v-trans
мазақта	V-TV	v-trans
мазақы	A1	adj
мазер	N1	n
мазмұн	N1	n
мазмұндама	N1	n
мазмұнды	A1	adj
мазмұнсыз	A1	adj
мазохизм	N1	n
мазохисттік	A4	adj
мазһаб	N1	n
маис	N1	n
май	N1	n
май%	N1	n
май.	ABBR	abbr
майда	A2	adj
майдалағыш	N1	n
майдан	N1	n
майдангер	N1	n
майдандас	N1	n
майдандасу	N1	n
майдашөп	N1	n
майжуаз	N1	n
майла	V-TV	v-trans
майлайтын	A1,A4	adj
майланатын	A1	adj
майланған	A1	adj
майлаушы	N1	n
майлағыш	N1	n
майлы	A4,ADV	adj+adv
майлылау	A1	adj
майлық	N1	n
маймақ	A1	adj
маймыл	N1	n
маймылдан	V-IV	v-intrans
майонез	N1	n
майоран	N1	n
майорат	N1	n
майсауыт	N1	n
майталман	A1	adj
майтамыр	N1	n
майшабақ	N1	n
майшам	N1	n
майып	A1	adj
майыр	N1,V-TV	n+v-trans
майыс	V-IV	v-intrans
майыстыр	V-TV	v-trans
майыстырылған	A1	adj
майысқан	A1	adj
майысқан%	N1	n
майысқақ	A1	adj
майысқақтық	N1	n
майқанда	V-TV	v-trans
макарон	N1	n
македонша	ADV-LANG	adv
макет	N5	n
макинтош	N5	n
маклер	N1	n
макрожанұя	N1	n
макроклимат	N1	n
макрокосм	N1	n
макромолекула	N1	n
макромолекулалы	A4	adj
макронуклеус	N1	n
макрорельеф	N1	n
макроскопиялық	A4	adj
макросоциология	N1	n
макросурет	N1	n
макроцефалия	N1	n
макроэкономикалық	A4	adj
максвелл	N1	n
максималды	A1	adj
максимализм	N1	n
максималист	N1	n
максимум	A1,N1	adj+n
мал	N1,V-TV	n+v-trans
мал%	N-COMPOUND-PX	?
малай	N1	n
малайзийлік	A4	adj
малайша	ADV-LANG	adv
малайяламша	ADV-LANG	adv
малакология	N1	n
малахит	N1	n
малахитты	A1	adj
малды	A1	adj
малт	V-IV	v-intrans
малта	N1	n
малти	V-IV	v-intrans
малту	N1	n
малшы	N1	n
малшы%	N1	n
малшылық	N1	n
мальташа	ADV-LANG	adv
мальтоза	N1	n
малғұн	A1	adj
мама	N1	n
маман	N1	n
мамандан	V-IV	v-intrans
мамандандыр	V-TV	v-trans
мамандандыру	N1	n
мамандандырыл	V-IV	v-intrans
мамандандырылған	A4	adj
мамандану	N1	n
маманданым	N1	n
мамандық	N1	n
маммография	N1	n
маммология	N1	n
мамонт	N1	n
мамыр	N1	n
мамыра	A1	adj
мамыргүл	N1	n
мамық	A1,N1	adj+n
мамықта	V-TV	v-trans
мамықты	A1	adj
мамықтық	N1	n
мана	ADV-WITH-KI	adv
манат	N1	n
манаура	V-IV	v-intrans
манағы	A3	adj
мангал	N1	n
манганин	N1	n
манганит	N1	n
манго	N1	n
мангра%	N1	n
мангралық	A4	adj
мандай	N1	n
мандат	N1	n
мандолина	N1	n
мандымдыз	A1	adj
маневр	N1	n
манеждік	A4	adj
манекен	N1	n
манекенші	N1	n
маникюр	N1	n
манифест	N1	n
манифестация	N1	n
манишка	N1	n
мания	N1	n
манометр	N1	n
мансап	N1	n
мансаптанған	A1	adj
мансапқор	A1,N1	adj+n
мансапқорлық	N1	n
мантисса	N1	n
мантия	N1	n
манускрипт	N1	n
мануфактура	N5	n
маньяк	N1	n
маонисттік	A4	adj
марал	N1	n
маралқурай	N1	n
марапат	N1	n
марапатта	V-TV	v-trans
маратхиша	ADV-LANG	adv
марафон	N1	n
марганец	N1	n
маргарин	N1	n
маргинализация	N1	n
мардымды	A3,ADV	adj+adv
мардымсыз	A1	adj
маржан	N1	n
маржанды	A1	adj
марзан	N1	n
мари	N1	n
маринадталған	A1	adj
марионетка	N1	n
марихуана	N1	n
марка	N1	n
марказит	N1	n
маркалаушы	N1	n
маркалы	A4	adj
маркетинг	N1	n
маркетингтік	A4	adj
маркетрия	N1	n
маркеттеу	N1	n
маркиз	N1	n
марксизм	N1	n
марокен	N1	n
марроколық	A4	adj
марстық	N1	n
мартен	N1	n
мартингал	N1	n
мархабатты	A1	adj
марципан	N1	n
марш	N1	n
маршал	N1	n
маршпен%	V-IV	v-intrans
маршрут	N1	n
маршрутка	N1	n
марғау	N1	n
марқабатты	A1	adj
марқұм	A1,N1	adj+n
мас	A2	adj
маса	N1	n
масай	V-TV	v-trans
масайрататын	A1	adj
масайрау	N1	n
масайраған	A1	adj
масала	V-IV	v-intrans
масаттан	V-IV	v-intrans
масаттану	N1	n
масаттанған	A1	adj
масаты	N1	n
масаққұрт	N1	n
маскарад	N1	n
маскүнем	A1,N1	adj+n
маскүнемдік	N1	n
масоншылдық	N1	n
масса	N1	n
массагет	N1	n
массаж	N1	n
массив	N1	n
мастан	V-IV	v-intrans
мастер	N1	n
мастодонт	N1	n
мастурбация	N1	n
мастық	N1	n
мастықпен	ADV	adv
мастэктомия	N1	n
масштаб	N1	n
масқара	A4,ADV,N1	adj+adv+n
масқарала	V-TV	v-trans
масқаралайтын	A1	adj
масқаралық	N1	n
масқарапаз	N1	n
мата	N1,V-TV	n+v-trans
маталық	A1	adj
матастыр	V-TV	v-trans
матаулы	A3	adj
математик	A4,N1	adj+n
математика	N1	n
математикалық	A1	adj
материал	N1	n
материалдық	A4,ADV	adj+adv
материалдық%	A4	adj
материализация	N1	n
материализм	N1	n
материалистік	A4	adj
материалсыздандыру	N1	n
материк	N1	n
материя	N1	n
материялылық	N1	n
матрас	N1	n
матрац	N1	n
матриархат	N1	n
матриархаттық	A4	adj
матрикс	N1	n
матрикул	N1	n
матрица	N1	n
матрос	N1	n
матч	N1	n
матч-турнир	N1	n
маубастан	V-IV	v-intrans
маужыра	V-TV	v-trans
маузер	N1	n
маусым	N1	n
маусымды	A1	adj
маусымдық	A1	adj
маусымшы	N1	n
мауыр	N1	n
мафия	N1	n
махаббат	N1	n
махалла	N1	n
махизм	N1	n
мачете	N1	n
машақат	N1	n
машақатсыз	A1	adj
машақаттан	V-IV	v-intrans
машина	N1	n
машиналандыр	V-TV	v-trans
машиналандыру	N1	n
машинист	N1	n
машықтан	V-IV	v-intrans
машықтандыратын	A1	adj
машықтану	N1	n
мая	N1	n
маяк	N1	n
маяла	V-TV	v-trans
маялаушы	N1	n
маялауыш	N1	n
маятник	N1	n
мағлұм	A1	adj
мағлұмат	N1	n
мағлұматсыз	A1	adj
мағлұматты	A1	adj
мағлұмдама	N1	n
мағына	N1	n
мағыналас	A1	adj
мағыналы	A3	adj
мағыналық	A4	adj
мағынасыз	A1,ADV	adj+adv
мағынасыздық	N1	n
мақал	N1	n
мақала	N1	n
мақам	N1	n
мақпал	N1	n
мақсат	N1	n
мақсат%	N1	n
мақсатсыз	A1,ADV	adj+adv
мақсаттағыдай	A1	adj
мақсатты	A1	adj
мақсатында	POST-NOM	post
мақсатқа%	V-IV	v-intrans
мақсым	N1	n
мақсұм	N1	n
мақта	N1,V-TV	n+v-trans
мақталы	A3	adj
мақталған	A1	adj
мақтан	V-IV	v-intrans
мақтаншақ	A1	adj
мақтаншақтық	N1	n
мақтаныш	N1	n
мақтанышпен	ADV	adv
мақтанған	A4	adj
мақтаулы	A3	adj
мақұл	INTERJ	interj
мақұлда	V-TV	v-trans
мақұлдама	V-TV	v-trans
мақұлдаған	A1	adj
мақұрым%	V-TV	v-trans
маң	N1	n
маңай	N1	n
маңайлас	V-IV	v-intrans
маңдай	A1,N1	adj+n
маңдайлық	A4	adj
маңдайша	N1	n
маңдайша%	N1	n
маңдағы	A3	adj
маңыз	N1	n
маңыздану	N1	n
маңызды	A2,ADV	adj+adv
маңыздылық	N1	n
маңыздысы	ADV	adv
маңызсыз	A1,ADV	adj+adv
маңызсыздылық	N1	n
маңында	ADV	adv
маңғаз	A1,N1	adj+n
маңғазданған	A1	adj
маһшар	N1	n
мебель	N5	n
мегабайт	N1	n
мегабит	N1	n
мегакариоцит	N1	n
мегалит	N1	n
мегалитикалық	A1	adj
мегаполис	N1	n
мегатонна	N1	n
мегафон	N1	n
мегежін	N1	n
мед	N1	n
медаль	N1	n
медальон	N1	n
меджлис	N1	n
медиана	N1	n
медиатор	N1	n
медикалық	A1	adj
медицина	N1	n
медициналық	A1,A4,ADV	adj+adv
медресе	N1	n
медуза	N1	n
медулярлы	A4	adj
межеле	V-TV	v-trans
межелеу	N1	n
межелі	A1	adj
мезгіл	N1	n
мезгілдес	ADV	adv
мезгілді	A1	adj
мезгілдік	A1	adj
мезгілсіз	A1	adj
мезенхималық	A4	adj
мезенхиман	N1	n
мезет	N1	n
мезодерма	N1	n
мезодермалық	A4	adj
мезозой	N1	n
мезокарпий	N1	n
мезокрасия	N1	n
мезолит	N1	n
мезонин	N1	n
мезосфера	N1	n
мезофильді	A4	adj
мезі	A2	adj
мезі%	V-IV	v-intrans
мейлі	INTERJ	interj
мейлінше%	A4	adj
мейман	N1	n
меймандос	A1	adj
мейманхана	N1	n
мейманшыл	A1	adj
мейотикалық	A4	adj
мейрам	A1,N1	adj+n
мейрамда	V-TV	v-trans
мейрамхана	N1	n
мейіз	N1	n
мейілінше%	A1	adj
мейір	N1	n
мейірбан	A1	adj
мейірбанды	A1	adj
мейірбандылық	N1	n
мейірлі	A1	adj
мейірім	N1	n
мейірімді	A1	adj
мейірімділік	N1	n
мейірімсіз	A1	adj
мейірімсіздік	N1	n
мекеме	N1	n
мекемелік	A4	adj
мекен	N1	n
мекен-жай	N1	n
мекенде	V-IV,V-TV	v-intrans+v-trans
мекендендір	V-TV	v-trans
мекендеуші	N1	n
мекенжай	N1	n
мекенжай-күнтізбе	N1	n
мекерлік	N1	n
мекония	N1	n
мексикалық	A1	adj
мектеп	N1	n
мектепалды	A1	adj
мектепке%	N1	n
мектептік	A4	adj
меламин	N1	n
меланж	N1	n
меланин	N1	n
меланома	N1	n
меланоцит	N1	n
меланхолиялық	A1	adj
мелинит	N1	n
мелодрама	N1	n
мелодрамалық	A4	adj
меломан	N1	n
меломания	N1	n
мелши	V-IV	v-intrans
мелшиген	A1	adj
мельхиор	N1	n
мембрана	N1	n
мембраналық	A4	adj
мемл	ABBR	abbr
мемлекет	N1	n
мемлекетаралық	A4	adj
мемлекеттiк	A4	adj
мемлекеттендіру	N1	n
мемлекеттік	A3,A6	adj
мемлекеттік%	N1	n
мемлекеттілік	N1	n
меморандум	N5	n
мемориал	N1	n
мемориалдық	A4	adj
меморизация	N1	n
мен	CC-SOYED,POST-NOM	conj+post
менгир	N1	n
менделевий	N1	n
менделизм	N1	n
менеджер	N5	n
менеджмент	N5	n
мензурка	N1	n
менингит	N1	n
менмен	A1	adj
менмендік	N1	n
менменсі	V-IV	v-intrans
менменсінген	A1	adj
менменшіл	A1	adj
менопауза	N1	n
меноррагия	N1	n
менсін	V-TV	v-trans
менсінбе	V-TV	v-trans
менсінбеген	A1	adj
менсінбеушілік	N1	n
ментальді	A1	adj
ментол	N1	n
менуэт	N1	n
меншігі%	V-IV	v-intrans
меншік	N1	n
меншік%	N-COMPOUND-PX	?
меншікте	V-TV	v-trans
меншіктен	V-TV	v-trans
меншіктенуші	N1	n
меншіктеу	N1	n
меншіктең	V-TV	v-trans
меншікті	A1	adj
меньшевизм	N1	n
мерген	A1,N1	adj+n
мердігер	N1	n
мердігерлік	A4	adj
